Store,Promo,POST_Promo,Sales,POST_Sales
1,0.5,0.5,4434.0,4780.0
10,0.5,0.5,4899.75,4469.5
100,0.5,0.5,6665.5,6996.75
1000,0.5,0.5,6423.75,6655.0
1001,0.5,0.5,4702.75,5796.75
1002,0.5,0.5,5697.5,4981.0
1003,0.5,0.5,6723.5,7057.0
1004,0.5,0.5,4414.5,4528.75
1005,0.5,0.5,5273.25,5862.5
1006,0.5,0.5,5758.25,5829.75
1007,0.5,0.5,5960.0,6185.5
1008,0.5,0.5,5070.5,5786.0
1009,0.5,0.5,4571.25,3579.5
101,0.5,0.5,6904.5,6478.25
1010,0.5,0.5,7689.25,7624.0
1011,0.5,0.5,7602.0,7411.0
1012,0.5,0.5,5202.75,5513.5
1013,0.5,0.5,4030.25,4373.0
1014,0.5,0.5,12023.0,11451.5
1015,0.5,0.5,5515.0,5266.0
1016,0.5,0.5,5005.25,5316.5
1017,0.5,0.5,7046.0,6516.0
1018,0.5,0.5,10255.0,10328.25
1019,0.5,0.5,7769.75,7425.0
102,0.5,0.5,6326.75,5690.25
1020,0.5,0.5,8054.75,8490.75
1021,0.5,0.5,7781.0,7654.5
1022,0.5,0.5,6477.75,6999.5
1023,0.5,0.5,5463.75,5306.5
1024,0.5,0.5,5421.75,5790.0
1025,0.5,0.5,7363.75,6949.5
1026,0.5,0.5,8593.75,8673.25
1027,0.5,0.5,12018.25,12236.0
1028,0.5,0.5,4263.75,4294.0
1029,0.5,0.5,5410.25,4812.0
103,0.5,0.5,3900.75,4708.0
1030,0.5,0.5,3208.75,3722.0
1031,0.5,0.5,4072.25,4421.75
1032,0.5,0.5,8171.5,8517.25
1033,0.5,0.5,13077.75,13313.5
1034,0.5,0.5,6268.0,6005.75
1035,0.5,0.5,4547.5,4051.5
1036,0.5,0.5,4239.0,4526.25
1037,0.5,0.5,6426.5,6268.0
1038,0.5,0.5,4840.25,5238.75
1039,0.5,0.5,7592.0,6799.75
104,0.5,0.5,9177.75,9593.25
1040,0.5,0.5,7849.0,6890.0
1041,0.5,0.5,5332.25,5386.0
1042,0.5,0.5,4017.0,4038.25
1043,0.5,0.5,7629.0,7756.75
1044,0.5,0.5,6044.75,6569.0
1045,0.5,0.5,6124.5,6252.25
1046,0.5,0.5,7835.5,7698.25
1047,0.5,0.5,4745.75,4868.5
1048,0.5,0.5,5959.75,5855.75
1049,0.5,0.5,3712.5,4375.0
105,0.5,0.5,4193.0,4866.5
1050,0.5,0.5,6856.5,6883.0
1051,0.5,0.5,7191.0,6762.5
1052,0.5,0.5,6674.25,6400.0
1053,0.5,0.5,9054.75,8905.0
1054,0.5,0.5,5486.5,5676.25
1055,0.5,0.5,7178.75,6691.25
1056,0.5,0.5,3234.25,3987.0
1057,0.5,0.5,5379.25,5798.5
1058,0.5,0.5,7018.75,7400.25
1059,0.5,0.5,7736.0,6798.75
106,0.5,0.5,8586.0,8586.5
1060,0.5,0.5,7049.5,7742.25
1061,0.5,0.5,6524.5,6968.75
1062,0.5,0.5,5508.0,6107.5
1063,0.5,0.5,3876.0,2653.0
1064,0.5,0.5,8848.75,9025.25
1065,0.5,0.5,3904.0,4093.0
1066,0.5,0.5,10682.5,11186.25
1067,0.5,0.5,5196.25,5532.0
1068,0.5,0.5,4114.0,3508.25
1069,0.5,0.5,7498.5,6190.25
107,0.5,0.5,6623.25,6322.0
1070,0.5,0.5,6159.5,6598.75
1071,0.5,0.5,5818.25,5537.5
1072,0.5,0.5,7056.5,5029.25
1073,0.5,0.5,6843.5,6029.0
1074,0.5,0.5,4547.5,4901.0
1075,0.5,0.5,9722.75,10376.25
1076,0.5,0.5,3303.5,3179.25
1077,0.5,0.5,4122.0,3874.75
1078,0.5,0.5,6668.25,6711.5
1079,0.5,0.5,8040.75,7736.75
108,0.5,0.5,9298.25,10369.25
1080,0.5,0.5,9665.5,9092.75
1081,0.5,0.5,7257.0,5130.25
1082,0.5,0.5,6605.5,6552.0
1083,0.5,0.5,4540.5,4496.25
1084,0.5,0.5,5389.0,5934.25
1085,0.5,0.5,7266.75,6244.25
1086,0.5,0.5,7079.0,6805.25
1087,0.5,0.5,5247.0,6349.25
1088,0.5,0.5,5422.0,4583.5
1089,0.5,0.5,9170.75,8125.75
109,0.5,0.5,5915.25,6191.25
1090,0.5,0.5,6911.0,5516.0
1091,0.5,0.5,7483.75,7693.0
1092,0.5,0.5,10856.5,10991.0
1093,0.5,0.5,7565.0,7615.5
1094,0.5,0.5,3902.75,4499.0
1095,0.5,0.5,4713.75,3878.0
1096,0.5,0.5,4481.5,4235.25
1097,0.5,0.5,9431.25,9334.75
1098,0.5,0.5,5088.75,4731.0
1099,0.5,0.5,6565.0,7237.0
11,0.5,0.5,7639.75,6080.75
110,0.5,0.5,4107.25,3588.75
1100,0.5,0.5,5000.75,4802.75
1101,0.5,0.5,8421.0,7990.75
1102,0.5,0.5,6642.75,6884.5
1103,0.5,0.5,4385.0,4651.25
1104,0.5,0.5,4679.0,4671.25
1105,0.5,0.5,3917.75,4229.25
1106,0.5,0.5,4612.25,4458.25
1107,0.5,0.5,5394.5,5169.0
1108,0.5,0.5,5664.25,4335.75
1109,0.5,0.5,4811.0,3929.75
111,0.5,0.5,6087.5,6044.75
1110,0.5,0.5,3988.25,4372.75
1111,0.5,0.5,5389.0,5175.75
1112,0.5,0.5,9132.0,9538.25
1113,0.5,0.5,5685.0,5690.0
1114,0.5,0.5,18386.0,19318.0
1115,0.5,0.5,5341.5,6095.25
112,0.5,0.5,6045.75,6510.5
113,0.5,0.5,7449.0,7525.0
114,0.5,0.5,5093.0,5109.25
115,0.5,0.5,6239.75,5595.5
116,0.5,0.5,6608.75,6257.5
117,0.5,0.5,3653.75,3886.25
118,0.5,0.5,6735.25,7495.5
119,0.5,0.5,5903.75,6002.5
12,0.5,0.5,7246.5,6599.75
120,0.5,0.5,6449.0,6412.25
121,0.5,0.5,4043.0,3861.75
122,0.5,0.5,5083.25,4565.0
123,0.5,0.5,8571.5,8078.75
124,0.5,0.5,4006.0,3842.5
125,0.5,0.5,10784.75,9912.5
126,0.5,0.5,5971.75,5248.0
127,0.5,0.5,4857.25,4657.5
128,0.5,0.5,6714.75,6453.0
129,0.5,0.5,8488.0,8922.25
13,0.5,0.5,4239.5,4517.5
130,0.5,0.5,5002.75,4946.5
131,0.5,0.5,5366.75,5664.0
132,0.5,0.5,5438.25,6501.0
133,0.5,0.5,5760.75,5176.25
134,0.5,0.5,4676.5,4624.25
135,0.5,0.5,5049.5,5466.75
136,0.5,0.5,5884.25,5485.75
137,0.5,0.5,7143.5,7531.75
138,0.5,0.5,6816.5,6412.0
139,0.5,0.5,6115.0,5507.0
14,0.5,0.5,5362.75,5426.25
140,0.5,0.5,7134.5,6581.0
141,0.5,0.5,5228.5,4965.0
142,0.5,0.5,4850.25,4270.5
143,0.5,0.5,5667.75,6849.0
144,0.5,0.5,6869.75,7015.5
145,0.5,0.5,7610.0,7595.5
146,0.5,0.5,6878.5,6690.75
147,0.5,0.5,7697.75,7686.0
148,0.5,0.5,7922.25,7565.0
149,0.5,0.5,5261.0,4845.5
15,0.5,0.5,5922.25,6066.5
150,0.5,0.5,7420.5,7575.25
151,0.5,0.5,6058.25,6488.75
152,0.5,0.5,6017.0,4351.5
153,0.5,0.5,7431.25,7503.0
154,0.5,0.5,7465.75,7955.5
155,0.5,0.5,5903.5,6081.25
156,0.5,0.5,6751.0,6683.0
157,0.5,0.5,9521.25,9032.0
158,0.5,0.5,7748.5,8169.25
159,0.5,0.5,6571.75,7316.0
16,0.5,0.5,7712.25,7364.5
160,0.5,0.5,4892.75,5247.25
161,0.5,0.5,6742.75,7420.75
162,0.5,0.5,6473.0,6272.5
163,0.5,0.5,6475.0,6339.75
164,0.5,0.5,5761.75,5123.75
165,0.5,0.5,4167.75,4404.0
166,0.5,0.5,5687.5,6229.75
167,0.5,0.5,9338.5,8431.0
168,0.5,0.5,7221.5,6640.5
169,0.5,0.5,6645.75,6965.25
