Store,Promo,POST_Promo,Sales,POST_Sales
1,0.5,0.5,4434.0,5050.25
10,0.5,0.5,4899.75,5073.0
100,0.5,0.5,6665.5,7066.75
1000,0.5,0.5,6423.75,6685.25
1001,0.5,0.5,4702.75,5035.0
1002,0.5,0.5,5697.5,5098.25
1003,0.5,0.5,6723.5,6413.25
1004,0.5,0.5,4414.5,4191.25
1005,0.5,0.5,5273.25,5351.25
1006,0.5,0.5,5758.25,5879.75
1007,0.5,0.5,5960.0,6329.25
1008,0.5,0.5,5070.5,4300.5
1009,0.5,0.5,4571.25,3693.25
101,0.5,0.5,6904.5,7199.5
1010,0.5,0.5,7689.25,7952.5
1011,0.5,0.5,7602.0,8203.0
1012,0.5,0.5,5202.75,5649.5
1013,0.5,0.5,4030.25,3742.75
1014,0.5,0.5,12023.0,12799.75
1015,0.5,0.5,5515.0,5820.75
1016,0.5,0.5,5005.25,4848.75
1017,0.5,0.5,7046.0,6146.0
1018,0.5,0.5,10255.0,11099.0
1019,0.5,0.5,7769.75,8187.5
102,0.5,0.5,6326.75,6488.25
1020,0.5,0.5,8054.75,8365.0
1021,0.5,0.5,7781.0,8651.75
1022,0.5,0.5,6477.75,7268.75
1023,0.5,0.5,5463.75,5862.25
1024,0.5,0.5,5421.75,5602.5
1025,0.5,0.5,7363.75,6944.5
1026,0.5,0.5,8593.75,8360.0
1027,0.5,0.5,12018.25,12103.0
1028,0.5,0.5,4263.75,4769.25
1029,0.5,0.5,5410.25,4874.25
103,0.5,0.5,3900.75,3434.25
1030,0.5,0.5,3208.75,2668.75
1031,0.5,0.5,4072.25,5514.5
1032,0.5,0.5,8171.5,9467.75
1033,0.5,0.5,13077.75,13214.5
1034,0.5,0.5,6268.0,5659.75
1035,0.5,0.5,4547.5,4013.75
1036,0.5,0.5,4239.0,4182.5
1037,0.5,0.5,6426.5,5872.25
1038,0.5,0.5,4840.25,5477.0
1039,0.5,0.5,7592.0,7197.25
104,0.5,0.5,9177.75,9561.25
1040,0.5,0.5,7849.0,7265.25
1041,0.5,0.5,5332.25,5446.25
1042,0.5,0.5,4017.0,3606.5
1043,0.5,0.5,7629.0,8058.0
1044,0.5,0.5,6044.75,5483.75
1045,0.5,0.5,6124.5,6408.25
1046,0.5,0.5,7835.5,6943.0
1047,0.5,0.5,4745.75,3984.25
1048,0.5,0.5,5959.75,6000.25
1049,0.5,0.5,3712.5,3555.25
105,0.5,0.5,4193.0,4323.75
1050,0.5,0.5,6856.5,7527.75
1051,0.5,0.5,7191.0,7256.5
1052,0.5,0.5,6674.25,6362.75
1053,0.5,0.5,9054.75,7872.0
1054,0.5,0.5,5486.5,5728.0
1055,0.5,0.5,7178.75,6795.0
1056,0.5,0.5,3234.25,3862.5
1057,0.5,0.5,5379.25,5600.75
1058,0.5,0.5,7018.75,7392.25
1059,0.5,0.5,7736.0,7553.0
106,0.5,0.5,8586.0,6548.0
1060,0.5,0.5,7049.5,7216.75
1061,0.5,0.5,6524.5,7441.0
1062,0.5,0.5,5508.0,5853.5
1063,0.5,0.5,3876.0,3830.75
1064,0.5,0.5,8848.75,8981.5
1065,0.5,0.5,3904.0,4235.25
1066,0.5,0.5,10682.5,9804.75
1067,0.5,0.5,5196.25,4861.75
1068,0.5,0.5,4114.0,4589.25
1069,0.5,0.5,7498.5,5242.25
107,0.5,0.5,6623.25,7072.25
1070,0.5,0.5,6159.5,7232.25
1071,0.5,0.5,5818.25,6525.5
1072,0.5,0.5,7056.5,6413.75
1073,0.5,0.5,6843.5,5456.25
1074,0.5,0.5,4547.5,4529.0
1075,0.5,0.5,9722.75,10281.25
1076,0.5,0.5,3303.5,3553.75
1077,0.5,0.5,4122.0,4942.75
1078,0.5,0.5,6668.25,6048.25
1079,0.5,0.5,8040.75,7645.75
108,0.5,0.5,9298.25,10048.75
1080,0.5,0.5,9665.5,8498.0
1081,0.5,0.5,7257.0,6384.75
1082,0.5,0.5,6605.5,6826.5
1083,0.5,0.5,4540.5,4031.25
1084,0.5,0.5,5389.0,5506.0
1085,0.5,0.5,7266.75,8136.25
1086,0.5,0.5,7079.0,6506.0
1087,0.5,0.5,5247.0,5579.0
1088,0.5,0.5,5422.0,3693.5
1089,0.5,0.5,9170.75,7657.0
109,0.5,0.5,5915.25,5276.25
1090,0.5,0.5,6911.0,5106.25
1091,0.5,0.5,7483.75,7623.75
1092,0.5,0.5,10856.5,10363.75
1093,0.5,0.5,7565.0,7556.25
1094,0.5,0.5,3902.75,4337.0
1095,0.5,0.5,4713.75,4232.25
1096,0.5,0.5,4481.5,5344.25
1097,0.5,0.5,9431.25,9281.75
1098,0.5,0.5,5088.75,4547.5
1099,0.5,0.5,6565.0,7193.75
11,0.5,0.5,7639.75,7635.5
110,0.5,0.5,4107.25,4595.75
1100,0.5,0.5,5000.75,4973.0
1101,0.5,0.5,8421.0,8717.0
1102,0.5,0.5,6642.75,6831.0
1103,0.5,0.5,4385.0,4726.25
1104,0.5,0.5,4679.0,5079.0
1105,0.5,0.5,3917.75,4955.25
1106,0.5,0.5,4612.25,4749.75
1107,0.5,0.5,5394.5,4857.0
1108,0.5,0.5,5664.25,6658.25
1109,0.5,0.5,4811.0,4773.5
111,0.5,0.5,6087.5,5882.5
1110,0.5,0.5,3988.25,4326.5
1111,0.5,0.5,5389.0,6275.75
1112,0.5,0.5,9132.0,9699.25
1113,0.5,0.5,5685.0,5420.75
1114,0.5,0.5,18386.0,19282.75
1115,0.5,0.5,5341.5,5183.25
112,0.5,0.5,6045.75,6025.0
113,0.5,0.5,7449.0,7575.75
114,0.5,0.5,5093.0,5100.5
115,0.5,0.5,6239.75,6791.0
116,0.5,0.5,6608.75,5608.5
117,0.5,0.5,3653.75,2677.75
118,0.5,0.5,6735.25,6761.25
119,0.5,0.5,5903.75,5870.5
12,0.5,0.5,7246.5,5913.0
120,0.5,0.5,6449.0,6548.25
121,0.5,0.5,4043.0,4101.25
122,0.5,0.5,5083.25,5454.5
123,0.5,0.5,8571.5,7394.0
124,0.5,0.5,4006.0,3370.0
125,0.5,0.5,10784.75,10641.0
126,0.5,0.5,5971.75,5716.25
127,0.5,0.5,4857.25,4967.75
128,0.5,0.5,6714.75,6638.75
129,0.5,0.5,8488.0,8832.75
13,0.5,0.5,4239.5,4594.75
130,0.5,0.5,5002.75,4674.0
131,0.5,0.5,5366.75,4843.75
132,0.5,0.5,5438.25,5259.0
133,0.5,0.5,5760.75,6095.25
134,0.5,0.5,4676.5,4995.5
135,0.5,0.5,5049.5,4889.25
136,0.5,0.5,5884.25,6492.25
137,0.5,0.5,7143.5,7648.25
138,0.5,0.5,6816.5,6803.5
139,0.5,0.5,6115.0,5404.0
14,0.5,0.5,5362.75,5225.25
140,0.5,0.5,7134.5,6386.75
141,0.5,0.5,5228.5,5556.5
142,0.5,0.5,4850.25,4098.0
143,0.5,0.5,5667.75,6297.0
144,0.5,0.5,6869.75,6115.0
145,0.5,0.5,7610.0,7399.0
146,0.5,0.5,6878.5,6671.25
147,0.5,0.5,7697.75,7765.25
148,0.5,0.5,7922.25,7434.25
149,0.5,0.5,5261.0,5571.0
15,0.5,0.5,5922.25,6469.0
150,0.5,0.5,7420.5,7497.5
151,0.5,0.5,6058.25,6376.75
152,0.5,0.5,6017.0,5223.75
153,0.5,0.5,7431.25,6862.75
154,0.5,0.5,7465.75,7419.75
155,0.5,0.5,5903.5,6281.75
156,0.5,0.5,6751.0,6773.0
157,0.5,0.5,9521.25,8905.0
158,0.5,0.5,7748.5,6975.5
159,0.5,0.5,6571.75,7283.5
16,0.5,0.5,7712.25,6539.75
160,0.5,0.5,4892.75,5499.5
161,0.5,0.5,6742.75,7423.5
162,0.5,0.5,6473.0,6992.5
163,0.5,0.5,6475.0,6458.5
164,0.5,0.5,5761.75,5751.0
165,0.5,0.5,4167.75,3683.0
166,0.5,0.5,5687.5,5202.75
167,0.5,0.5,9338.5,8763.25
168,0.5,0.5,7221.5,7678.0
169,0.5,0.5,6645.75,7068.75
17,0.5,0.5,6104.0,5093.0
170,0.5,0.5,4689.5,4799.5
171,0.5,0.5,7586.75,7395.5
172,0.5,0.5,6362.25,6789.75
173,0.5,0.5,7538.75,7780.0
174,0.5,0.5,5363.25,6307.5
175,0.5,0.5,5053.0,5652.75
176,0.5,0.5,4896.25,4492.25
177,0.5,0.5,4235.25,4001.75
178,0.5,0.5,9074.5,8762.25
179,0.5,0.5,6859.5,7240.75
18,0.5,0.5,6090.5,7587.0
180,0.5,0.5,6449.75,7138.75
181,0.5,0.5,6337.0,5768.25
182,0.5,0.5,4759.0,4986.25
183,0.5,0.5,4188.25,4595.25
184,0.5,0.5,6455.0,6885.0
185,0.5,0.5,5823.25,6131.25
186,0.5,0.5,3284.0,2687.5
187,0.5,0.5,5608.5,5614.0
188,0.5,0.5,4495.75,4466.0
189,0.5,0.5,8815.25,8222.25
19,0.5,0.5,6035.5,6305.25
190,0.5,0.5,6837.25,6667.0
191,0.5,0.5,5454.5,4704.75
192,0.5,0.5,6315.5,7670.0
193,0.5,0.5,5605.75,5058.75
194,0.5,0.5,4366.25,4389.25
195,0.5,0.5,10739.0,9980.25
196,0.5,0.5,4691.75,4822.25
197,0.5,0.5,6538.25,5553.25
198,0.5,0.5,2569.25,3574.75
199,0.5,0.5,7089.5,7358.25
2,0.5,0.5,5753.25,4744.25
20,0.5,0.5,7342.5,8225.5
200,0.5,0.5,7831.5,7413.75
201,0.5,0.5,4684.0,4239.75
202,0.5,0.5,5509.75,6065.5
203,0.5,0.5,7178.5,6512.25
204,0.5,0.5,5515.0,4993.25
205,0.5,0.5,5954.5,5850.75
206,0.5,0.5,6713.5,6694.25
207,0.5,0.5,10364.75,11197.75
208,0.5,0.5,2422.25,1927.75
209,0.5,0.5,4935.75,5104.75
21,0.5,0.5,4806.25,5062.0
210,0.5,0.5,3049.75,3426.75
211,0.5,0.5,12469.25,11900.0
212,0.5,0.5,4975.0,4976.5
213,0.5,0.5,7965.75,8390.0
214,0.5,0.5,8465.5,8363.75
215,0.5,0.5,5577.75,5899.5
216,0.5,0.5,6480.25,7295.0
217,0.5,0.5,4288.25,3662.75
